;id_sinistro;Data do Sinistro;Dia do Sinistro;Mes do Sinistro;Ano do Sinistro;Ano/Mes do Sinistro;latitude;longitude;Hora do Sinistro;Municipio;Regiao Administrativa;Logradouro;Numero/KM;Pedestre envolvido;Automovel envolvido;Bicicleta envolvida;Caminhao envolvido;Motocicleta envolvida;Onibus envolvido;Outros veiculos envolvidos;Veiculo envolvido nao disponivel;Atropelamento;Capotamento;Choque;Colisao frontal;Colisao lateral;Colisao transversal;Colisao traseira;Outras colisoes;Engavetamento;Tombamento;Outros sinistros;Tipo de registro
553765;PM-7155-6-2022-8-21;2022-08-21 00:00:00;21;8;2022;2022/08;-22,17853277;-49,97184862;18:30:00;MARILIA;Marilia;RODOVIA SP 333;327;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
553854;PM-14849-6-2024-4-11;2024-04-11 00:00:00;11;4;2024;2024/04;-22,14805232;-49,96161252;18:22:53;MARILIA;Marilia;RUA JOAO CALIMAN;110;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
553967;PM-12693-6-2022-8-11;2022-08-11 00:00:00;11;8;2022;2022/08;-22,21529022;-49,93862753;18:06:18;MARILIA;Marilia;RUA VINTE E UM DE ABRIL;613;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
554158;PM-2373-6-2020-4-8;2020-04-08 00:00:00;8;4;2020;2020/04;-22,16158602;-49,99592924;03:40:00;MARILIA;Marilia;RODOVIA SP 294;460;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
554185;PM-6675-6-2019-11-16;2019-11-16 00:00:00;16;11;2019;2019/11;-22,22240947;-49,9480625;06:59:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;1663;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
554265;PM-17285-6-2019-8-23;2019-08-23 00:00:00;23;8;2019;2019/08;-22,21986316;-49,94319522;22:10:00;MARILIA;Marilia;AVENIDA TIRADENTES;70;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
554365;PM-23007-6-2019-1-27;2019-01-27 00:00:00;27;1;2019;2019/01;-22,2451502;-49,93598968;21:48:00;MARILIA;Marilia;AVENIDA TOME DE SOUZA;621;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
554385;PM-15760-6-2023-11-1;2023-11-01 00:00:00;1;11;2023;2023/11;-22,21671768;-49,93677407;18:39:38;MARILIA;Marilia;RUA TOMAS GONZAGA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
554432;PM-2555-6-2021-9-28;2021-09-28 00:00:00;28;9;2021;2021/09;-22,21765769;-49,94194029;06:30:30;MARILIA;Marilia;AVENIDA REPUBLICA;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
554464;PM-22186-6-2023-7-30;2023-07-30 00:00:00;30;7;2023;2023/07;-22,16716856;-49,98892874;20:03:00;MARILIA;Marilia;RODOVIA SP 294;461;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
554567;PM-8079-6-2019-12-11;2019-12-11 00:00:00;11;12;2019;2019/12;-22,21283616;-49,95159809;13:05:00;MARILIA;Marilia;RUA QUATRO DE ABRIL;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
554609;PM-4021-6-2019-11-21;2019-11-21 00:00:00;21;11;2019;2019/11;-22,21163644;-49,94829072;07:12:00;MARILIA;Marilia;AVENIDA PEDRO DE TOLEDO;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL
554636;PM-9977-6-2022-7-12;2022-07-12 00:00:00;12;7;2022;2022/07;-22,21745006;-49,95086186;14:01:00;MARILIA;Marilia;AVENIDA SAO LUIS;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
554722;PM-11754-6-2019-5-14;2019-05-14 00:00:00;14;5;2019;2019/05;-22,22866924;-49,95834871;17:22:00;MARILIA;Marilia;RODOVIA SP 294;450;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
554764;PM-4634-6-2019-5-6;2019-05-06 00:00:00;6;5;2019;2019/05;-22,19702036;-49,9512509;08:05:00;MARILIA;Marilia;RUA HERMES DA FONSECA X RUA RIBEIRAO PRETO;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
554850;PM-12343-6-2020-11-13;2020-11-13 00:00:00;13;11;2020;2020/11;-22,1900811;-49,96048474;17:49:00;MARILIA;Marilia;AVENIDA SANCHES CIBANTOS;500;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
554872;PM-7718-6-2024-7-23;2024-07-23 00:00:00;23;7;2024;2024/07;-22,17385926;-49,97352883;12:17:00;MARILIA;Marilia;AVENIDA REPUBLICA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
554906;PM-12980-6-2020-12-21;2020-12-21 00:00:00;21;12;2020;2020/12;-22,21201603;-49,93939478;17:13:00;MARILIA;Marilia;AVENIDA VICENTE FERREIRA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL
555236;PM-10816-6-2023-8-3;2023-08-03 00:00:00;3;8;2023;2023/08;-22,196243;-49,931423;14:34:00;MARILIA;Marilia;RUA RAFAEL CAMPRUBI;310;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
555423;PM-14460-6-2020-7-12;2020-07-12 00:00:00;12;7;2020;2020/07;-22,22403999;-49,94764607;11:26:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;93;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
555428;PM-5560-6-2023-4-2;2023-04-02 00:00:00;2;4;2023;2023/04;-22,21856663;-49,9814522;03:15:00;MARILIA;Marilia;RUA SETE;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
555446;PM-17418-6-2022-1-16;2022-01-16 00:00:00;16;1;2022;2022/01;-22,1955229;-49,9576538;15:15:00;MARILIA;Marilia;AVENIDA PEDRO DE TOLEDO;3330;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
555461;PM-11132-6-2020-3-8;2020-03-08 00:00:00;8;3;2020;2020/03;-22,21602553;-49,97640025;11:47:54;MARILIA;Marilia;RUA AMADOR BUENO;1740;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
555749;PM-10704-6-2023-1-31;2023-01-31 00:00:00;31;1;2023;2023/01;-22,22869268;-49,96540643;16:35:00;MARILIA;Marilia;AVENIDA SAUDADE;1083;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
555802;PM-2947-6-2023-9-14;2023-09-14 00:00:00;14;9;2023;2023/09;-22,226763;-49,950108;05:51:00;MARILIA;Marilia;AVENIDA PRESIDENTE ROOSEVELT;296;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
555882;PM-17665-6-2021-11-13;2021-11-13 00:00:00;13;11;2021;2021/11;-22,16381297;-49,9681913;19:11:00;MARILIA;Marilia;RUA JOSE BATISTA DE ALMEIDA SOBRINHO;1218;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
556009;PM-3782-6-2022-6-9;2022-06-09 00:00:00;9;6;2022;2022/06;-22,23997208;-49,96620477;07:41:00;MARILIA;Marilia;RUA PEDRO ALPINO;170;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
556055;PM-11907-6-2022-7-20;2022-07-20 00:00:00;20;7;2022;2022/07;-22,2280749;-49,96487565;15:13:00;MARILIA;Marilia;AVENIDA SAUDADE;940;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
556060;PM-13074-6-2021-8-13;2021-08-13 00:00:00;13;8;2021;2021/08;-22,19537619;-49,96252341;18:53:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;3871;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
556144;PM-8556-6-2022-3-27;2022-03-27 00:00:00;27;3;2022;2022/03;-22,17244597;-49,95292624;06:00:00;MARILIA;Marilia;RODOVIA DO CONTORNO;10;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
556177;PM-6603-6-2021-1-7;2021-01-07 00:00:00;7;1;2021;2021/01;-22,2205133;-49,9411038;12:04:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
556360;PM-9664-6-2024-4-1;2024-04-01 00:00:00;1;4;2024;2024/04;-22,20448002;-49,95598881;12:54:00;MARILIA;Marilia;RUA BASSAN;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
556497;PM-15223-6-2019-11-4;2019-11-04 00:00:00;4;11;2019;2019/11;-22,22053255;-49,94106951;19:42:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;5;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
556508;PM-8581-6-2023-5-10;2023-05-10 00:00:00;10;5;2023;2023/05;-22,21911546;-49,94918176;13:08:00;MARILIA;Marilia;RUA QUATRO DE ABRIL;175;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
556621;PM-16095-6-2021-5-8;2021-05-08 00:00:00;8;5;2021;2021/05;-22,21071139;-49,94519316;17:11:00;MARILIA;Marilia;RUA PARANA;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
556633;PM-18994-6-2022-6-3;2022-06-03 00:00:00;3;6;2022;2022/06;-22,16917552;-49,96162195;23:10:00;MARILIA;Marilia;RUA BENEDITO ALVES DELFINO;1150;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
556775;PM-4187-6-2020-8-10;2020-08-10 00:00:00;10;8;2020;2020/08;-22,22323493;-49,93626655;06:41:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;575;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
556801;PM-20004-6-2024-4-11;2024-04-11 00:00:00;11;4;2024;2024/04;-22,20262837;-49,95295662;23:21:00;MARILIA;Marilia;AVENIDA INDEPENDENCIA;1491;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
556949;PM-6244-6-2020-9-30;2020-09-30 00:00:00;30;9;2020;2020/09;-22,23027366;-49,93106805;11:51:00;MARILIA;Marilia;AVENIDA JOAO RAMALHO;10;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
557033;PM-5475-6-2020-8-18;2020-08-18 00:00:00;18;8;2020;2020/08;-22,22795145;-49,96611318;12:40:00;MARILIA;Marilia;RUA AMADOR BUENO;100;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
557269;PM-10333-6-2019-12-3;2019-12-03 00:00:00;3;12;2019;2019/12;-22,19679897;-49,9590714;16:55:22;MARILIA;Marilia;AVENIDA CASTRO ALVES;1451;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
557389;PM-15481-6-2022-9-2;2022-09-02 00:00:00;2;9;2022;2022/09;-22,24757986;-49,98374634;18:40:00;MARILIA;Marilia;RODOVIA SP 333;336;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
557453;PM-4040-6-2022-3-10;2022-03-10 00:00:00;10;3;2022;2022/03;-22,23547261;-49,97162548;08:04:00;MARILIA;Marilia;RUA MANOEL SANTOS CHIEIRA;2147;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
557479;PM-4501-6-2021-2-25;2021-02-25 00:00:00;25;2;2021;2021/02;-22,21635531;-49,95441111;09:34:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;928;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
557492;PM-2890-6-2023-1-24;2023-01-24 00:00:00;24;1;2023;2023/01;-22,24762485;-49,93640188;06:56:55;MARILIA;Marilia;RUA EDUARDO PRADO;172;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
557510;PM-11185-6-2022-9-6;2022-09-06 00:00:00;6;9;2022;2022/09;-22,23759119;-49,92830197;17:16:00;MARILIA;Marilia;AVENIDA JOAO RAMALHO;900;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
557678;PM-9479-6-2024-5-4;2024-05-04 00:00:00;4;5;2024;2024/05;-22,2145565;-49,9750907;11:53:28;MARILIA;Marilia;RUA JOSE RODRIGUES DIAS;211;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
557717;PM-17922-6-2021-2-18;2021-02-18 00:00:00;18;2;2021;2021/02;-22,22866924;-49,95834871;23:40:00;MARILIA;Marilia;RODOVIA SP 294;450;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
557754;PM-943-6-2021-12-4;2021-12-04 00:00:00;4;12;2021;2021/12;-22,23160839;-49,94266788;00:26:07;MARILIA;Marilia;RUA AUGUSTO RODOLFO;1189;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
557831;PM-10221-6-2024-4-27;2024-04-27 00:00:00;27;4;2024;2024/04;-22,21264352;-49,95102207;11:20:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
557940;PM-4375-6-2020-12-10;2020-12-10 00:00:00;10;12;2020;2020/12;-22,21699777;-49,9531085;08:51:00;MARILIA;Marilia;RUA VINTE E QUATRO DE DEZEMBRO;814;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
558089;PM-12976-6-2022-8-24;2022-08-24 00:00:00;24;8;2022;2022/08;-22,21796006;-49,95378829;17:13:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;740;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
558113;PM-6208-6-2021-10-20;2021-10-20 00:00:00;20;10;2021;2021/10;-22,1866016;-49,9734683;12:29:00;MARILIA;Marilia;RUA DOUTOR HERCULES GALETE;321;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
558359;PM-5806-6-2020-11-20;2020-11-20 00:00:00;20;11;2020;2020/11;-22,20667918;-49,9624319;10:26:00;MARILIA;Marilia;RUA DOUTOR ISSAMU MIURA;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
558446;PM-5856-6-2019-6-3;2019-06-03 00:00:00;3;6;2019;2019/06;-22,21242799;-49,95277303;11:00:00;MARILIA;Marilia;RUA SAO CARLOS;2;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
558547;PM-22879-6-2019-1-27;2019-01-27 00:00:00;27;1;2019;2019/01;-22,2465125;-49,93755619;21:51:00;MARILIA;Marilia;AVENIDA TOME DE SOUZA;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
558616;PM-108-6-2021-8-20;2021-08-20 00:00:00;20;8;2021;2021/08;-22,22254507;-49,94897978;00:03:00;MARILIA;Marilia;CARAJAS;69;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
558988;PM-7843-6-2019-12-11;2019-12-11 00:00:00;11;12;2019;2019/12;-22,22024528;-49,96710787;12:46:00;MARILIA;Marilia;RUA JOAQUIM CARLOS COIMBRA;10;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
559098;PM-2553-6-2023-1-10;2023-01-10 00:00:00;10;1;2023;2023/01;-22,17244597;-49,95292624;06:30:59;MARILIA;Marilia;VIA EXPRESSA;10;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
559234;PM-648-6-2019-8-10;2019-08-10 00:00:00;10;8;2019;2019/08;-22,2458675;-49,92915351;00:24:00;MARILIA;Marilia;AVENIDA JOAO RAMALHO;1910;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
559239;PM-4575-6-2019-9-26;2019-09-26 00:00:00;26;9;2019;2019/09;-22,1868961;-49,95675933;09:57:00;MARILIA;Marilia;RUA GASPAR DE LEMOS;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
559478;PM-12066-6-2020-4-27;2020-04-27 00:00:00;27;4;2020;2020/04;-22,24120575;-49,92242135;17:34:00;MARILIA;Marilia;RUA CAPITAO ALBERTO MENDES JUNIOR;1001;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;SINISTRO NAO FATAL
559614;PM-5738-6-2023-7-6;2023-07-06 00:00:00;6;7;2023;2023/07;-22,22236298;-49,93781867;10:06:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;391;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
559639;PM-11229-6-2019-5-3;2019-05-03 00:00:00;3;5;2019;2019/05;-22,23223923;-49,96846326;16:22:00;MARILIA;Marilia;AVENIDA HIGINO MUZI FILHO;1001;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
559660;PM-12028-6-2022-8-8;2022-08-08 00:00:00;8;8;2022;2022/08;-22,22270628;-49,95609701;16:43:00;MARILIA;Marilia;RUA COROADOS;45;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
559733;PM-2885-6-2020-11-25;2020-11-25 00:00:00;25;11;2020;2020/11;-22,21796318;-49,98197847;07:00:00;MARILIA;Marilia;RUA SETE;1001;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
559769;PM-18418-6-2021-8-22;2021-08-22 00:00:00;22;8;2021;2021/08;-22,25365118;-49,93717437;14:17:00;MARILIA;Marilia;AVENIDA FRANCISCO DA COSTA PIMENTEL;779;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
559854;PM-13278-6-2019-11-8;2019-11-08 00:00:00;8;11;2019;2019/11;-22,22901242;-49,96388538;18:10:00;MARILIA;Marilia;AVENIDA HIGINO MUZI FILHO;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
559880;PM-5864-6-2019-10-11;2019-10-11 00:00:00;11;10;2019;2019/10;-22,2082397;-49,96344388;09:51:00;MARILIA;Marilia;SP 294 KM 455;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
559902;PM-3521-6-2022-6-21;2022-06-21 00:00:00;21;6;2022;2022/06;-22,22041775;-49,94225913;07:59:00;MARILIA;Marilia;AVENIDA TIRADENTES;184;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
560054;PM-17141-6-2023-5-9;2023-05-09 00:00:00;9;5;2023;2023/05;-22,21765769;-49,94194029;22:26:00;MARILIA;Marilia;AVENIDA REPUBLICA;10;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
560070;PM-6571-6-2020-11-24;2020-11-24 00:00:00;24;11;2020;2020/11;-22,21296163;-49,94863264;13:21:00;MARILIA;Marilia;AVENIDA NELSOM SPIELMAN;836;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
560124;PM-15036-6-2023-5-6;2023-05-06 00:00:00;6;5;2023;2023/05;-22,17307071;-49,97305811;15:08:00;MARILIA;Marilia;AVENIDA JOQUEI CLUB;100;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
560159;PM-5944-6-2021-4-12;2021-04-12 00:00:00;12;4;2021;2021/04;-22,21565524;-49,94957008;09:58:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;900;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
560194;PM-3147-6-2022-6-14;2022-06-14 00:00:00;14;6;2022;2022/06;-22,21977648;-49,94856182;08:03:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;1370;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
560233;PM-14118-6-2019-3-8;2019-03-08 00:00:00;8;3;2019;2019/03;-22,17853277;-49,97184862;18:30:00;MARILIA;Marilia;RODOVIA SP 333;326;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
560241;PM-3074-6-2019-4-21;2019-04-21 00:00:00;21;4;2019;2019/04;-22,229332;-49,9312744;01:38:00;MARILIA;Marilia;CHURRASCARIA KIEZA  AV TIRADENTES, 1480;1467;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
560604;PM-8686-6-2019-2-12;2019-02-12 00:00:00;12;2;2019;2019/02;-22,21498768;-49,94554794;13:26:00;MARILIA;Marilia;AVENIDA PEDRO DE TOLEDO;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
560679;PM-9930-6-2021-9-11;2021-09-11 00:00:00;11;9;2021;2021/09;-22,2280367;-49,9687636;10:25:00;MARILIA;Marilia;RODOVIA SP 294;453;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
561088;PM-5983-6-2020-6-12;2020-06-12 00:00:00;12;6;2020;2020/06;-22,21956672;-49,94369591;08:53:00;MARILIA;Marilia;AVENIDA TIRADENTES X AVENIDA CARLOS ARTENCIO;10;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
561466;PM-5795-6-2021-2-12;2021-02-12 00:00:00;12;2;2021;2021/02;-22,24439979;-49,93510332;10:57:00;MARILIA;Marilia;AVENIDA TOME DE SOUZA;500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
561484;PM-20866-6-2019-2-9;2019-02-09 00:00:00;9;2;2019;2019/02;-22,24883902;-49,93698972;20:14:41;MARILIA;Marilia;AVENIDA DUARTE DA COSTA;225;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
561556;PM-7805-6-2023-9-11;2023-09-11 00:00:00;11;9;2023;2023/09;-22,22120947;-49,94708148;11:40:00;MARILIA;Marilia;AVENIDA CARLOS GOMES;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
561742;PM-11682-6-2022-7-1;2022-07-01 00:00:00;1;7;2022;2022/07;-22,24434981;-49,92803261;15:11:00;MARILIA;Marilia;AVENIDA JOAO RAMALHO;1703;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
561760;PM-8182-6-2022-2-23;2022-02-23 00:00:00;23;2;2022;2022/02;-22,16604623;-49,97099127;13:04:07;MARILIA;Marilia;RUA HELENA SAMPAIO VIDAL;857;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
561870;PM-2814-6-2020-11-4;2020-11-04 00:00:00;4;11;2020;2020/11;-22,21771712;-49,94189344;07:36:37;MARILIA;Marilia;AVENIDA REPUBLICA;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
561983;PM-5128-6-2020-8-7;2020-08-07 00:00:00;7;8;2020;2020/08;-22,19915364;-49,95590207;10:49:00;MARILIA;Marilia;AVENIDA REPUBLICA;2500;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
562000;PM-16898-6-2020-12-19;2020-12-19 00:00:00;19;12;2020;2020/12;-22,15147088;-49,95766132;17:10:00;MARILIA;Marilia;RUA JOAO CALIMANI;111;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
562004;PM-9890-6-2023-7-26;2023-07-26 00:00:00;26;7;2023;2023/07;-22,22393144;-49,8896317;13:25:00;MARILIA;Marilia;RUA CASTRO ALVES;423;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
562019;PM-12098-6-2020-6-22;2020-06-22 00:00:00;22;6;2020;2020/06;-22,229335;-49,9305794;18:14:00;MARILIA;Marilia;AVENIDA TIRADENTES;1001;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
562028;PM-4191-6-2021-7-22;2021-07-22 00:00:00;22;7;2021;2021/07;-22,2082397;-49,96344388;09:00:00;MARILIA;Marilia;RODOVIA SP 294;455;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
562105;PM-14482-6-2023-7-21;2023-07-21 00:00:00;21;7;2023;2023/07;-22,22453239;-49,96795671;17:55:00;MARILIA;Marilia;RODOVIA SP 294;453;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
562216;PM-10354-6-2021-6-19;2021-06-19 00:00:00;19;6;2021;2021/06;-22,21222259;-49,95181862;11:05:02;MARILIA;Marilia;RUA QUATRO DE ABRIL;979;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
562480;PM-18604-6-2022-4-22;2022-04-22 00:00:00;22;4;2022;2022/04;-22,21912041;-49,97372322;21:37:00;MARILIA;Marilia;RUA AMADOR BUENO;1305;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
562971;PM-12298-6-2023-12-14;2023-12-14 00:00:00;14;12;2023;2023/12;-22,188909;-49,9542435;17:14:00;MARILIA;Marilia;RUA HERMES DA FONSECA;1023;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL
