;id_sinistro;Data do Sinistro;Dia do Sinistro;Mes do Sinistro;Ano do Sinistro;Ano/Mes do Sinistro;latitude;longitude;Hora do Sinistro;Municipio;Regiao Administrativa;Logradouro;Numero/KM;Pedestre envolvido;Automovel envolvido;Bicicleta envolvida;Caminhao envolvido;Motocicleta envolvida;Onibus envolvido;Outros veiculos envolvidos;Veiculo envolvido nao disponivel;Atropelamento;Capotamento;Choque;Colisao frontal;Colisao lateral;Colisao transversal;Colisao traseira;Outras colisoes;Engavetamento;Tombamento;Outros sinistros;Tipo de registro
331493;PM-4378-6-2019-4-3;2019-04-03 00:00:00;3;4;2019;2019/04;-22,19709;-49,92981;08:48:00;MARILIA;Marilia;AEROPORTO ESTADUAL DE MARILIA  AV BRG EDUARDO G;1519;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
331757;PM-7817-6-2022-10-31;2022-10-31 00:00:00;31;10;2022;2022/10;-22,23256574;-49,9709458;10:30:00;MARILIA;Marilia;RODOVIA SP 333;339;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;SINISTRO NAO FATAL
331785;PM-8876-6-2023-8-2;2023-08-02 00:00:00;2;8;2023;2023/08;-22,208899;-49,955914;12:49:00;MARILIA;Marilia;RUA VINTE E QUATRO DE DEZEMBRO;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
331858;PM-4012-6-2020-3-2;2020-03-02 00:00:00;2;3;2020;2020/03;-22,21175994;-49,96225468;08:12:00;MARILIA;Marilia;RUA DOUTOR JOAQUIM DE ABREU SAMPAIO VIDAL;911;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL
331928;PM-10493-6-2020-3-11;2020-03-11 00:00:00;11;3;2020;2020/03;-22,1521035;-49,9562593;16:31:00;MARILIA;Marilia;RUA IRINEU LOPES DE LIMA X AV ANTONIETA ALTENFELDE;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
332047;PM-6110-6-2021-2-8;2021-02-08 00:00:00;8;2;2021;2021/02;-22,2082397;-49,96344388;10:57:00;MARILIA;Marilia;RODOVIA SP 294;455;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
332122;PM-6685-6-2021-1-14;2021-01-14 00:00:00;14;1;2021;2021/01;-22,22244598;-49,94805331;12:08:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;1668;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
332147;PM-3570-6-2024-1-18;2024-01-18 00:00:00;18;1;2024;2024/01;-22,1535798;-49,9571171;07:43:07;MARILIA;Marilia;AVENIDA ANTONIETA ALTENFELDER;2809;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
332213;PM-15819-6-2021-2-20;2021-02-20 00:00:00;20;2;2021;2021/02;-22,21650021;-49,94572724;16:01:00;MARILIA;Marilia;RUA NOVE DE JULHO;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
332231;PM-3340-6-2022-2-1;2022-02-01 00:00:00;1;2;2022;2022/02;-22,25477485;-49,92752978;07:41:00;MARILIA;Marilia;RUA ALTINO ALMEIDA;292;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
332309;PM-12565-6-2024-3-10;2024-03-10 00:00:00;10;3;2024;2024/03;-22,159;-50,018974;11:41:40;MARILIA;Marilia;RUA ANTONIO TELES DE MENEZES;195;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
332310;PM-9357-6-2024-5-3;2024-05-03 00:00:00;3;5;2024;2024/05;-22,26137035;-49,93772124;14:57:00;MARILIA;Marilia;RUA ALEXANDRE CHAIA;1679;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
332378;PM-17542-6-2023-3-10;2023-03-10 00:00:00;10;3;2023;2023/03;-22,21981139;-49,94506349;22:06:00;MARILIA;Marilia;RUA BANDEIRANTES;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
332387;PM-18790-6-2021-11-24;2021-11-24 00:00:00;24;11;2021;2021/11;-22,24156284;-49,9174992;23:33:00;MARILIA;Marilia;RUA RUI VAGNER GARCIA;25;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
332570;PM-5654-6-2020-9-11;2020-09-11 00:00:00;11;9;2020;2020/09;-22,19920324;-49,96137574;09:55:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;2937;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
332657;PM-5204-6-2020-10-30;2020-10-30 00:00:00;30;10;2020;2020/10;-22,21307266;-49,9546308;10:57:00;MARILIA;Marilia;RUA VINTE E QUATRO DE DEZEMBRO;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
332791;PM-10309-6-2019-1-22;2019-01-22 00:00:00;22;1;2019;2019/01;-22,22119993;-49,950427;15:04:00;MARILIA;Marilia;AVENIDA RIO BRANCO;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
332837;PM-5321-6-2019-6-12;2019-06-12 00:00:00;12;6;2019;2019/06;-22,23166181;-49,93857086;08:30:00;MARILIA;Marilia;RUA STEPHANO MATTIUZZO;207;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
332847;PM-4646-6-2022-9-21;2022-09-21 00:00:00;21;9;2022;2022/09;-22,25847356;-49,92542159;08:52:38;MARILIA;Marilia;RUA MARIO GIAXA SOBRINHO;496;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
332863;PM-12507-6-2022-10-30;2022-10-30 00:00:00;30;10;2022;2022/10;-22,19645194;-49,96232886;12:42:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
332868;PM-11350-6-2022-11-4;2022-11-04 00:00:00;4;11;2022;2022/11;-22,17244597;-49,95292624;17:06:00;MARILIA;Marilia;AV SAMPAIO VIDAL X SAO CARLOS;100;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
332911;PM-5929-6-2019-10-11;2019-10-11 00:00:00;11;10;2019;2019/10;-22,27482623;-49,92124093;09:47:00;MARILIA;Marilia;RODOVIA BR 153;260;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
332951;PM-4110-6-2019-11-20;2019-11-20 00:00:00;20;11;2019;2019/11;-22,19317816;-49,95963522;05:33:00;MARILIA;Marilia;AVENIDA CASTRO ALVES X AVENIDA MANOEL MULLER;1856;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
332958;PM-984-6-2024-2-2;2024-02-02 00:00:00;2;2;2024;2024/02;-22,2480125;-49,9326805;01:08:00;MARILIA;Marilia;AVENIDA JOAO RAMALHO;2400;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
333320;PM-18641-6-2024-6-26;2024-06-26 00:00:00;26;6;2024;2024/06;-22,21850767;-49,98150347;19:54:00;MARILIA;Marilia;RUA APARICIO CASTILHO MENEGUTI;491;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
333390;PM-4811-6-2023-11-8;2023-11-08 00:00:00;8;11;2023;2023/11;-22,17244597;-49,95292624;08:15:42;MARILIA;Marilia;RUA PALMEIRAS;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
333428;PM-11049-6-2024-6-7;2024-06-07 00:00:00;7;6;2024;2024/06;-22,2202719;-49,9406434;16:18:00;MARILIA;Marilia;AVENIDA PEDRO DE TOLEDO;10;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
333487;PM-3873-6-2021-11-19;2021-11-19 00:00:00;19;11;2021;2021/11;-22,21668604;-49,95428224;08:22:00;MARILIA;Marilia;AVENIDA SANTO ANTONIO;888;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
333650;PM-5361-6-2020-4-27;2020-04-27 00:00:00;27;4;2020;2020/04;-22,19423187;-49,92987697;09:13:00;MARILIA;Marilia;AVENIDA BRIGADEIRO EDUARDO GOMES;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
333693;PM-5290-6-2020-10-14;2020-10-14 00:00:00;14;10;2020;2020/10;-22,22605313;-49,89657726;11:21:00;MARILIA;Marilia;RODOVIA SP 294;443;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
333752;PM-8717-6-2020-3-12;2020-03-12 00:00:00;12;3;2020;2020/03;-22,22866924;-49,95834871;13:39:00;MARILIA;Marilia;RODOVIA SP 294;450;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
333767;PM-9449-6-2023-7-14;2023-07-14 00:00:00;14;7;2023;2023/07;-22,22589;-49,93034;13:55:17;MARILIA;Marilia;RUA SPERENDIO CABRINI;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
333869;PM-3939-6-2023-8-30;2023-08-30 00:00:00;30;8;2023;2023/08;-22,224014;-49,933918;08:05:00;MARILIA;Marilia;ESMERALDA SHOPPING  AV DAS ESMERALDAS, 701;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
334079;PM-10272-6-2021-3-30;2021-03-30 00:00:00;30;3;2021;2021/03;-22,23206644;-49,92446907;16:30:00;MARILIA;Marilia;RODOVIA SP 294;446;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;SINISTRO NAO FATAL
334117;PM-4001-6-2021-8-28;2021-08-28 00:00:00;28;8;2021;2021/08;-22,20745684;-49,9557841;02:51:00;MARILIA;Marilia;RUA QUINZE DE NOVEMBRO;1891;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
334194;PM-14212-6-2023-7-26;2023-07-26 00:00:00;26;7;2023;2023/07;-22,26144368;-49,93075397;17:37:00;MARILIA;Marilia;RUA DOM JOSE FERREIRA DE MENEZES;221;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
334244;PM-3700-6-2022-7-27;2022-07-27 00:00:00;27;7;2022;2022/07;-22,23544617;-49,92894411;07:37:00;MARILIA;Marilia;RUA AMELIE BOUDET;10;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
334420;PM-4324-6-2020-2-11;2020-02-11 00:00:00;11;2;2020;2020/02;-22,2555932;-49,93202424;10:03:00;MARILIA;Marilia;AVENIDA DOUTOR DURVAL DE MENEZES;510;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
334434;PM-12478-6-2020-11-26;2020-11-26 00:00:00;26;11;2020;2020/11;-22,22866924;-49,95834871;18:50:00;MARILIA;Marilia;RODOVIA SP 294;450;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
334488;PM-15917-6-2023-5-27;2023-05-27 00:00:00;27;5;2023;2023/05;-22,22052854;-49,94838993;15:04:00;MARILIA;Marilia;AVENIDA RIO BRANCO;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
334543;PM-3602-6-2020-6-19;2020-06-19 00:00:00;19;6;2020;2020/06;-22,17339558;-49,95848411;06:22:00;MARILIA;Marilia;RUA MARIAPOLIS;1000;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
334684;PM-3200-6-2019-2-28;2019-02-28 00:00:00;28;2;2019;2019/02;-22,1559743;-49,95483492;07:14:00;MARILIA;Marilia;AVENIDA CARLOS TOSIN;1340;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
334716;PM-13784-6-2024-1-16;2024-01-16 00:00:00;16;1;2024;2024/01;-22,23320287;-49,92139751;19:44:00;MARILIA;Marilia;RUA CAPITAO ALBERTO MENDES JUNIOR;118;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
334996;PM-10975-6-2022-9-21;2022-09-21 00:00:00;21;9;2022;2022/09;-22,22053255;-49,94106951;16:14:32;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;5;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
335002;PM-17857-6-2023-6-18;2023-06-18 00:00:00;18;6;2023;2023/06;-22,22453239;-49,96795671;16:00:00;MARILIA;Marilia;RODOVIA SP 294;453;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
335048;PM-12004-6-2024-1-25;2024-01-25 00:00:00;25;1;2024;2024/01;-22,18688656;-49,95613753;16:59:00;MARILIA;Marilia;RUA RINOPOLIS;148;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
335088;PM-7185-6-2022-7-27;2022-07-27 00:00:00;27;7;2022;2022/07;-22,21187264;-49,96260251;11:35:00;MARILIA;Marilia;RUA DOUTOR JOAQUIM DE ABREU SAMPAIO VIDAL;951;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
335098;PM-17188-6-2022-3-5;2022-03-05 00:00:00;5;3;2022;2022/03;-22,21689295;-49,9349002;16:48:00;MARILIA;Marilia;RUA TOMAS GONZAGA;510;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
335322;PM-4395-6-2022-9-10;2022-09-10 00:00:00;10;9;2022;2022/09;-22,2306956;-49,93090225;02:23:00;MARILIA;Marilia;AVENIDA JOAO RAMALHO;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
335547;PM-9978-6-2021-6-4;2021-06-04 00:00:00;4;6;2021;2021/06;-22,21307266;-49,9546308;14:00:00;MARILIA;Marilia;RUA SAO CARLOS;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
335651;PM-14585-6-2021-3-28;2021-03-28 00:00:00;28;3;2021;2021/03;-22,2361243;-49,92712201;15:06:00;MARILIA;Marilia;RUA AMELIE BOUDET;214;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
335727;PM-10631-6-2023-9-13;2023-09-13 00:00:00;13;9;2023;2023/09;-22,19577787;-49,94960283;14:12:00;MARILIA;Marilia;RUA SALVADOR SALGUEIRO;69;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
335861;PM-9000-6-2023-7-28;2023-07-28 00:00:00;28;7;2023;2023/07;-22,15698478;-50,00530163;12:24:00;MARILIA;Marilia;RUA DEZESSEIS DE SETEMBRO;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
335913;PM-11240-6-2022-8-8;2022-08-08 00:00:00;8;8;2022;2022/08;-22,23581293;-49,92175299;15:51:00;MARILIA;Marilia;PASTOR DA SILVA LIMA;405;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
335989;PM-6903-6-2021-1-9;2021-01-09 00:00:00;9;1;2021;2021/01;-22,22227705;-49,9481827;06:18:55;MARILIA;Marilia;RUA MARILIA;425;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
336306;PM-8952-6-2020-5-11;2020-05-11 00:00:00;11;5;2020;2020/05;-22,22589421;-49,9476666;14:21:00;MARILIA;Marilia;RUA DOUTOR GABRIEL MONTEIRO DA SILVA;40;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
336327;PM-14558-6-2020-7-5;2020-07-05 00:00:00;5;7;2020;2020/07;-22,16042184;-49,95408585;13:16:00;MARILIA;Marilia;RUA BENEDITO ALVES DELFINO;2377;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
336385;PM-18532-6-2022-5-13;2022-05-13 00:00:00;13;5;2022;2022/05;-22,2205518;-49,94103523;22:28:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;10;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
336424;PM-10940-6-2019-1-27;2019-01-27 00:00:00;27;1;2019;2019/01;-22,15115;-49,95699;10:33:00;MARILIA;Marilia;RUA JOAO CALIMAN;110;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
336461;PM-2744-6-2019-10-23;2019-10-23 00:00:00;23;10;2019;2019/10;-22,23448858;-49,91588469;06:43:00;MARILIA;Marilia;RUA MEXICO;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
336624;PM-7079-6-2020-9-3;2020-09-03 00:00:00;3;9;2020;2020/09;-22,1854571;-49,9271345;12:55:00;MARILIA;Marilia;AVENIDA BRIGADEIRO EDUARDO GOMES;2263;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
336726;PM-11384-6-2019-11-17;2019-11-17 00:00:00;17;11;2019;2019/11;-22,2225503;-49,96204285;12:20:00;MARILIA;Marilia;AV ERMELINDA CLARICE SANCHES CASARINI;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
336788;PM-3951-6-2021-11-22;2021-11-22 00:00:00;22;11;2021;2021/11;-22,24087458;-49,92709033;06:55:00;MARILIA;Marilia;AVENIDA JOAO RAMALHO;1280;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
336813;PM-14307-6-2024-4-29;2024-04-29 00:00:00;29;4;2024;2024/04;-22,2021772;-49,9642703;18:30:00;MARILIA;Marilia;SP294;458;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
336981;PM-11874-6-2019-9-10;2019-09-10 00:00:00;10;9;2019;2019/09;-22,2184667;-49,94655886;17:30:00;MARILIA;Marilia;JOSE RAIMUNDO X R SILVIO MENDONCA;135;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
337113;PM-4469-6-2022-11-19;2022-11-19 00:00:00;19;11;2022;2022/11;-22,20884024;-49,95420354;04:37:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
337131;PM-6979-6-2024-3-18;2024-03-18 00:00:00;18;3;2024;2024/03;-22,24514942;-49,91904001;09:23:58;MARILIA;Marilia;RUA JORGE MANSUR;130;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
337202;PM-12177-6-2023-12-2;2023-12-02 00:00:00;2;12;2023;2023/12;-22,22866924;-49,95834871;13:32:00;MARILIA;Marilia;RODOVIA SP 294;450;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
337211;PM-1872-6-2023-2-11;2023-02-11 00:00:00;11;2;2023;2023/02;-22,19189717;-49,95992938;01:16:00;MARILIA;Marilia;AVENIDA CASTRO ALVES;2000;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
337252;PM-17962-6-2021-4-23;2021-04-23 00:00:00;23;4;2021;2021/04;-22,23684208;-49,97871325;22:54:05;MARILIA;Marilia;AVENIDA MARIA FERNANDES CAVALARE;1023;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
337666;PM-12345-6-2023-2-9;2023-02-09 00:00:00;9;2;2023;2023/02;-22,21992009;-49,94850437;17:26:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
337876;PM-16656-6-2022-7-20;2022-07-20 00:00:00;20;7;2022;2022/07;-22,19272123;-49,93204373;19:05:00;MARILIA;Marilia;RUA MONSENHOR VITOR RIBEIRO MAZEI;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
337965;PM-11508-6-2019-12-10;2019-12-10 00:00:00;10;12;2019;2019/12;-22,22067889;-49,94459844;18:10:00;MARILIA;Marilia;RUA ALVARES CABRAL;378;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;SINISTRO NAO FATAL
338190;PM-6989-6-2021-6-22;2021-06-22 00:00:00;22;6;2021;2021/06;-22,20956864;-49,95325103;13:47:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;125;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
338315;PM-17759-6-2024-7-20;2024-07-20 00:00:00;20;7;2024;2024/07;-22,1542437;-49,96339806;18:26:53;MARILIA;Marilia;AVENIDA ELIESER ROCHA;451;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
338381;PM-8545-6-2020-12-11;2020-12-11 00:00:00;11;12;2020;2020/12;-22,22453396;-49,95746137;14:02:00;MARILIA;Marilia;RUA CORONEL JOSE BRAS;1001;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
338401;PM-2823-6-2023-12-5;2023-12-05 00:00:00;5;12;2023;2023/12;-22,1988956;-49,95601111;07:12:00;MARILIA;Marilia;AVENIDA REPUBLICA;2530;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;SINISTRO NAO FATAL
338444;PM-12279-6-2024-5-6;2024-05-06 00:00:00;6;5;2024;2024/05;-22,23002856;-49,92847103;18:46:00;MARILIA;Marilia;AVENIDA CARLOS ARTENCIO;100;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
338609;PM-20279-6-2019-4-12;2019-04-12 00:00:00;12;4;2019;2019/04;-22,23021291;-49,91536589;23:05:00;MARILIA;Marilia;RODOVIA SP 294;445;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
338636;PM-11374-6-2023-11-17;2023-11-17 00:00:00;17;11;2023;2023/11;-22,16701;-49,95654;16:42:00;MARILIA;Marilia;RUA URIAS AVELINO DE MORAES;172;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
338715;PM-15060-6-2019-4-23;2019-04-23 00:00:00;23;4;2019;2019/04;-22,25907611;-49,92625425;20:22:00;MARILIA;Marilia;RUA JOAO BUTARELI;447;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;SINISTRO NAO FATAL
338830;PM-12735-6-2021-5-27;2021-05-27 00:00:00;27;5;2021;2021/05;-22,22134464;-49,939619;19:03:00;MARILIA;Marilia;AVENIDA DAS ESMERALDAS;177;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
338947;PM-23396-6-2022-1-9;2022-01-09 00:00:00;9;1;2022;2022/01;-22,21012127;-49,93675498;23:25:00;MARILIA;Marilia;AVENIDA BRIGADEIRO EDUARDO GOMES;388;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
339030;PM-12119-6-2022-4-25;2022-04-25 00:00:00;25;4;2022;2022/04;-22,16279691;-49,95966962;17:27:00;MARILIA;Marilia;RUA MOACIR SIMÕES;285;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
339084;PM-18940-6-2022-10-28;2022-10-28 00:00:00;28;10;2022;2022/10;-22,2209168;-49,97205702;22:00:00;MARILIA;Marilia;RUA AMADOR BUENO;1044;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
339190;PM-12518-6-2023-6-30;2023-06-30 00:00:00;30;6;2023;2023/06;-22,22187289;-49,87779434;17:08:57;MARILIA;Marilia;RODOVIA SP 294;441;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
339193;PM-12102-6-2023-1-28;2023-01-28 00:00:00;28;1;2023;2023/01;-22,21485987;-49,95186513;13:20:43;MARILIA;Marilia;RUA ARCO VERDE;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;NOTIFICACAO
339203;PM-19445-6-2021-12-28;2021-12-28 00:00:00;28;12;2021;2021/12;-22,20888337;-49,95413809;23:49:00;MARILIA;Marilia;AVENIDA SAMPAIO VIDAL;10;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
339231;PM-4774-6-2023-1-13;2023-01-13 00:00:00;13;1;2023;2023/01;-22,17413151;-49,96600567;08:08:00;MARILIA;Marilia;RUA BENEDITO ALVES DELFINO;441;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;SINISTRO NAO FATAL
339371;PM-3715-6-2023-5-10;2023-05-10 00:00:00;10;5;2023;2023/05;-22,17244597;-49,95292624;08:06:00;MARILIA;Marilia;RUA ANDRE LUIS RIBEIRO;561;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
339379;PM-19418-6-2023-10-7;2023-10-07 00:00:00;7;10;2023;2023/10;-22,2158345;-49,9582199;20:07:00;MARILIA;Marilia;RUA JOSE DE ANCHIETA;870;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
339515;PM-5340-6-2023-3-16;2023-03-16 00:00:00;16;3;2023;2023/03;-22,17244597;-49,95292624;09:33:00;MARILIA;Marilia;RUA MARIA FRANCISCO CAMARGO;10;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
339521;PM-4798-6-2019-3-10;2019-03-10 00:00:00;10;3;2019;2019/03;-22,1612015;-49,9955368;02:40:00;MARILIA;Marilia;SP 294 RODOVIA COMANDANTE JOAO RIBEIRO DE BARROS;461;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;SINISTRO NAO FATAL
339585;PM-27868-6-2021-4-25;2021-04-25 00:00:00;25;4;2021;2021/04;-22,20190523;-49,95475129;22:30:00;MARILIA;Marilia;AVENIDA REPUBLICA;2176;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;SINISTRO NAO FATAL
